gen	female	male	gen_type	cultivar_name	maturity	city	state	trial	block	yield
H024	F12	M02	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B2	5983.3
H024	F12	M02	experimental	NA	108	Sinop	MT	TRL_SIN_2025	B3	5032.7
H024	F12	M02	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B1	5375.9
H024	F12	M02	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B2	6365.7
H024	F12	M02	experimental	NA	108	Sorriso	MT	TRL_SOR_2025	B3	4744.2
H025	F13	M02	experimental	NA	114	Chapadão do Sul	MS	TRL_CPS_2025	B1	8560.4
H025	F13	M02	experimental	NA	114	Chapadão do Sul	MS	TRL_CPS_2025	B2	7720
H025	F13	M02	experimental	NA	114	Chapadão do Sul	MS	TRL_CPS_2025	B3	6289.2
H025	F13	M02	experimental	NA	114	Dourados	MS	TRL_DOU_2025	B1	4635.2
H025	F13	M02	experimental	NA	114	Dourados	MS	TRL_DOU_2025	B2	6075.1
H025	F13	M02	experimental	NA	114	Dourados	MS	TRL_DOU_2025	B3	3822
H025	F13	M02	experimental	NA	114	Jataí	GO	TRL_JAT_2025	B1	8149
H025	F13	M02	experimental	NA	114	Jataí	GO	TRL_JAT_2025	B2	8493.2
H025	F13	M02	experimental	NA	114	Jataí	GO	TRL_JAT_2025	B3	8350.9
H025	F13	M02	experimental	NA	114	Rio Verde	GO	TRL_RVD_2025	B1	7794.1
H025	F13	M02	experimental	NA	114	Rio Verde	GO	TRL_RVD_2025	B2	7020.7
H025	F13	M02	experimental	NA	114	Rio Verde	GO	TRL_RVD_2025	B3	6603.3
H025	F13	M02	experimental	NA	114	Sinop	MT	TRL_SIN_2025	B1	6914.4
H025	F13	M02	experimental	NA	114	Sinop	MT	TRL_SIN_2025	B2	6587.6
H025	F13	M02	experimental	NA	114	Sinop	MT	TRL_SIN_2025	B3	7506
H025	F13	M02	experimental	NA	114	Sorriso	MT	TRL_SOR_2025	B1	6658.2
H025	F13	M02	experimental	NA	114	Sorriso	MT	TRL_SOR_2025	B2	6182.9
H025	F13	M02	experimental	NA	114	Sorriso	MT	TRL_SOR_2025	B3	7055.7
H026	F14	M02	experimental	NA	111	Dourados	MS	TRL_DOU_2025	B1	5662.3
H026	F14	M02	experimental	NA	111	Dourados	MS	TRL_DOU_2025	B2	5075.7
H026	F14	M02	experimental	NA	111	Dourados	MS	TRL_DOU_2025	B3	5636.3
H026	F14	M02	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B1	5997.7
H026	F14	M02	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B2	6312.8
H026	F14	M02	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B3	6200.3
H026	F14	M02	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B1	6633.3
H026	F14	M02	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B2	5790.8
H026	F14	M02	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B3	7211.3
H026	F14	M02	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B1	7082.1
H026	F14	M02	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B2	6347.9
H026	F14	M02	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B3	7014.9
H027	F15	M02	experimental	NA	100	Jataí	GO	TRL_JAT_2025	B1	6078.3
H027	F15	M02	experimental	NA	100	Jataí	GO	TRL_JAT_2025	B2	6556.6
H027	F15	M02	experimental	NA	100	Jataí	GO	TRL_JAT_2025	B3	5871.3
H027	F15	M02	experimental	NA	100	Sinop	MT	TRL_SIN_2025	B1	6729.3
H027	F15	M02	experimental	NA	100	Sinop	MT	TRL_SIN_2025	B2	5653.8
H027	F15	M02	experimental	NA	100	Sinop	MT	TRL_SIN_2025	B3	4800.3
H028	F16	M02	experimental	NA	110	Chapadão do Sul	MS	TRL_CPS_2025	B1	7135.1
H028	F16	M02	experimental	NA	110	Chapadão do Sul	MS	TRL_CPS_2025	B2	5596.6
H028	F16	M02	experimental	NA	110	Chapadão do Sul	MS	TRL_CPS_2025	B3	5775.3
H028	F16	M02	experimental	NA	110	Rio Verde	GO	TRL_RVD_2025	B1	7763.7
H028	F16	M02	experimental	NA	110	Rio Verde	GO	TRL_RVD_2025	B2	7094.9
H028	F16	M02	experimental	NA	110	Rio Verde	GO	TRL_RVD_2025	B3	7354.3
H028	F16	M02	experimental	NA	110	Sinop	MT	TRL_SIN_2025	B1	5177.9
H028	F16	M02	experimental	NA	110	Sinop	MT	TRL_SIN_2025	B2	4638.7
H028	F16	M02	experimental	NA	110	Sinop	MT	TRL_SIN_2025	B3	3419.8
H028	F16	M02	experimental	NA	110	Sorriso	MT	TRL_SOR_2025	B1	5621.2
H028	F16	M02	experimental	NA	110	Sorriso	MT	TRL_SOR_2025	B2	5850.3
H028	F16	M02	experimental	NA	110	Sorriso	MT	TRL_SOR_2025	B3	6510.9
H029	F17	M02	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B1	7623
H029	F17	M02	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B2	7746.5
H029	F17	M02	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B3	8050.8
H029	F17	M02	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B1	4317.4
H029	F17	M02	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B2	3952.1
H029	F17	M02	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B3	4641.5
H029	F17	M02	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B1	6713.6
H029	F17	M02	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B2	6263.7
H029	F17	M02	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B3	7093.9
H029	F17	M02	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B1	8184.8
H029	F17	M02	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B2	6432.9
H029	F17	M02	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B3	6692.6
H029	F17	M02	experimental	NA	113	Sinop	MT	TRL_SIN_2025	B1	7384.7
H029	F17	M02	experimental	NA	113	Sinop	MT	TRL_SIN_2025	B2	6074.6
H029	F17	M02	experimental	NA	113	Sinop	MT	TRL_SIN_2025	B3	4481.2
H029	F17	M02	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B1	4619.4
H029	F17	M02	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B2	6849.7
H029	F17	M02	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B3	6083.1
H030	F18	M02	experimental	NA	104	Chapadão do Sul	MS	TRL_CPS_2025	B1	6818.9
H030	F18	M02	experimental	NA	104	Chapadão do Sul	MS	TRL_CPS_2025	B2	5219.4
H030	F18	M02	experimental	NA	104	Chapadão do Sul	MS	TRL_CPS_2025	B3	5617.6
H030	F18	M02	experimental	NA	104	Dourados	MS	TRL_DOU_2025	B1	3142.4
H030	F18	M02	experimental	NA	104	Dourados	MS	TRL_DOU_2025	B2	3373
H030	F18	M02	experimental	NA	104	Dourados	MS	TRL_DOU_2025	B3	4017.8
H030	F18	M02	experimental	NA	104	Jataí	GO	TRL_JAT_2025	B1	6380
H030	F18	M02	experimental	NA	104	Jataí	GO	TRL_JAT_2025	B2	5652.4
H030	F18	M02	experimental	NA	104	Jataí	GO	TRL_JAT_2025	B3	5464.3
H030	F18	M02	experimental	NA	104	Sinop	MT	TRL_SIN_2025	B1	4667.9
H030	F18	M02	experimental	NA	104	Sinop	MT	TRL_SIN_2025	B2	4413.4
H030	F18	M02	experimental	NA	104	Sinop	MT	TRL_SIN_2025	B3	4470
H030	F18	M02	experimental	NA	104	Sorriso	MT	TRL_SOR_2025	B1	4912.6
H030	F18	M02	experimental	NA	104	Sorriso	MT	TRL_SOR_2025	B2	6900.1
H030	F18	M02	experimental	NA	104	Sorriso	MT	TRL_SOR_2025	B3	5469.1
H031	F06	M03	experimental	NA	107	Chapadão do Sul	MS	TRL_CPS_2025	B1	7217.8
H031	F06	M03	experimental	NA	107	Chapadão do Sul	MS	TRL_CPS_2025	B2	5719.3
H031	F06	M03	experimental	NA	107	Chapadão do Sul	MS	TRL_CPS_2025	B3	6547.7
H031	F06	M03	experimental	NA	107	Dourados	MS	TRL_DOU_2025	B1	4215.8
H031	F06	M03	experimental	NA	107	Dourados	MS	TRL_DOU_2025	B2	4612.9
H031	F06	M03	experimental	NA	107	Dourados	MS	TRL_DOU_2025	B3	4777.4
H031	F06	M03	experimental	NA	107	Jataí	GO	TRL_JAT_2025	B1	5533.6
H031	F06	M03	experimental	NA	107	Jataí	GO	TRL_JAT_2025	B2	6129.9
H031	F06	M03	experimental	NA	107	Jataí	GO	TRL_JAT_2025	B3	6139.2
H031	F06	M03	experimental	NA	107	Rio Verde	GO	TRL_RVD_2025	B1	6490.3
H031	F06	M03	experimental	NA	107	Rio Verde	GO	TRL_RVD_2025	B2	5013
H031	F06	M03	experimental	NA	107	Rio Verde	GO	TRL_RVD_2025	B3	6387.4
H031	F06	M03	experimental	NA	107	Sinop	MT	TRL_SIN_2025	B1	5251.5
H031	F06	M03	experimental	NA	107	Sinop	MT	TRL_SIN_2025	B2	3696.2
H031	F06	M03	experimental	NA	107	Sinop	MT	TRL_SIN_2025	B3	3369.8
H031	F06	M03	experimental	NA	107	Sorriso	MT	TRL_SOR_2025	B1	6178.4
H031	F06	M03	experimental	NA	107	Sorriso	MT	TRL_SOR_2025	B2	5326.7
H031	F06	M03	experimental	NA	107	Sorriso	MT	TRL_SOR_2025	B3	4882.8
H032	F07	M03	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B1	5058.5
H032	F07	M03	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B2	4308.8
H032	F07	M03	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B3	4932.5
H032	F07	M03	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B1	6498.7
H032	F07	M03	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B2	6057.9
H032	F07	M03	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B3	5987.3
H032	F07	M03	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B1	6702.3
H032	F07	M03	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B2	7676.3
H032	F07	M03	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B3	7296.3
H032	F07	M03	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B1	5260.3
H032	F07	M03	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B2	5830.5
H032	F07	M03	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B3	4840.8
H033	F08	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B1	6757
H033	F08	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B2	6467.3
H033	F08	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B3	6478.7
H033	F08	M03	experimental	NA	115	Rio Verde	GO	TRL_RVD_2025	B1	5422.1
H033	F08	M03	experimental	NA	115	Rio Verde	GO	TRL_RVD_2025	B2	4547
H033	F08	M03	experimental	NA	115	Rio Verde	GO	TRL_RVD_2025	B3	5569.4
H033	F08	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B1	3663.1
H033	F08	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B2	5598.4
H033	F08	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B3	4029.4
H034	F09	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B1	6201.8
H034	F09	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B2	8176.7
H034	F09	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B3	8082.7
H034	F09	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B1	1602.2
H034	F09	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B2	3484.8
H034	F09	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B3	2924.9
H034	F09	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B1	7731.6
H034	F09	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B2	8457.4
H034	F09	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B3	7340.7
H034	F09	M03	experimental	NA	115	Rio Verde	GO	TRL_RVD_2025	B1	8258.7
H034	F09	M03	experimental	NA	115	Rio Verde	GO	TRL_RVD_2025	B2	8113.8
H034	F09	M03	experimental	NA	115	Rio Verde	GO	TRL_RVD_2025	B3	7096.5
H034	F09	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B1	5654.8
H034	F09	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B2	4945.1
H034	F09	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B3	4245.7
H034	F09	M03	experimental	NA	115	Sorriso	MT	TRL_SOR_2025	B1	6048.7
H034	F09	M03	experimental	NA	115	Sorriso	MT	TRL_SOR_2025	B2	5674.4
H034	F09	M03	experimental	NA	115	Sorriso	MT	TRL_SOR_2025	B3	6301.2
H035	F10	M03	experimental	NA	118	Chapadão do Sul	MS	TRL_CPS_2025	B1	7104.1
H035	F10	M03	experimental	NA	118	Chapadão do Sul	MS	TRL_CPS_2025	B2	6252.9
H035	F10	M03	experimental	NA	118	Chapadão do Sul	MS	TRL_CPS_2025	B3	7594.5
H035	F10	M03	experimental	NA	118	Jataí	GO	TRL_JAT_2025	B1	7814.7
H035	F10	M03	experimental	NA	118	Jataí	GO	TRL_JAT_2025	B2	6609.5
H035	F10	M03	experimental	NA	118	Jataí	GO	TRL_JAT_2025	B3	6726.6
H035	F10	M03	experimental	NA	118	Rio Verde	GO	TRL_RVD_2025	B1	7710.3
H035	F10	M03	experimental	NA	118	Rio Verde	GO	TRL_RVD_2025	B2	7273.6
H035	F10	M03	experimental	NA	118	Rio Verde	GO	TRL_RVD_2025	B3	7038.6
H035	F10	M03	experimental	NA	118	Sinop	MT	TRL_SIN_2025	B1	7380.3
H035	F10	M03	experimental	NA	118	Sinop	MT	TRL_SIN_2025	B2	5112.7
H035	F10	M03	experimental	NA	118	Sinop	MT	TRL_SIN_2025	B3	4753.2
H035	F10	M03	experimental	NA	118	Sorriso	MT	TRL_SOR_2025	B1	6393.1
H035	F10	M03	experimental	NA	118	Sorriso	MT	TRL_SOR_2025	B2	6793
H035	F10	M03	experimental	NA	118	Sorriso	MT	TRL_SOR_2025	B3	5818.9
H036	F11	M03	experimental	NA	109	Chapadão do Sul	MS	TRL_CPS_2025	B1	7643.9
H036	F11	M03	experimental	NA	109	Chapadão do Sul	MS	TRL_CPS_2025	B2	6325.9
H036	F11	M03	experimental	NA	109	Chapadão do Sul	MS	TRL_CPS_2025	B3	6151.8
H036	F11	M03	experimental	NA	109	Dourados	MS	TRL_DOU_2025	B1	2775.2
H036	F11	M03	experimental	NA	109	Dourados	MS	TRL_DOU_2025	B2	3112.6
H036	F11	M03	experimental	NA	109	Dourados	MS	TRL_DOU_2025	B3	3887.5
H036	F11	M03	experimental	NA	109	Jataí	GO	TRL_JAT_2025	B1	4937.9
H036	F11	M03	experimental	NA	109	Jataí	GO	TRL_JAT_2025	B2	5980.5
H036	F11	M03	experimental	NA	109	Jataí	GO	TRL_JAT_2025	B3	5159.9
H036	F11	M03	experimental	NA	109	Rio Verde	GO	TRL_RVD_2025	B1	7477.7
H036	F11	M03	experimental	NA	109	Rio Verde	GO	TRL_RVD_2025	B2	7125.7
H036	F11	M03	experimental	NA	109	Rio Verde	GO	TRL_RVD_2025	B3	8078
H036	F11	M03	experimental	NA	109	Sinop	MT	TRL_SIN_2025	B1	8491.7
H036	F11	M03	experimental	NA	109	Sinop	MT	TRL_SIN_2025	B2	8846.7
H036	F11	M03	experimental	NA	109	Sinop	MT	TRL_SIN_2025	B3	6725.4
H036	F11	M03	experimental	NA	109	Sorriso	MT	TRL_SOR_2025	B1	7091.3
H036	F11	M03	experimental	NA	109	Sorriso	MT	TRL_SOR_2025	B2	6901.4
H036	F11	M03	experimental	NA	109	Sorriso	MT	TRL_SOR_2025	B3	7666.4
H037	F12	M03	experimental	NA	117	Dourados	MS	TRL_DOU_2025	B1	3492.7
H037	F12	M03	experimental	NA	117	Dourados	MS	TRL_DOU_2025	B2	5214.5
H037	F12	M03	experimental	NA	117	Dourados	MS	TRL_DOU_2025	B3	4385.4
H037	F12	M03	experimental	NA	117	Jataí	GO	TRL_JAT_2025	B1	5818.9
H037	F12	M03	experimental	NA	117	Jataí	GO	TRL_JAT_2025	B2	6134.6
H037	F12	M03	experimental	NA	117	Jataí	GO	TRL_JAT_2025	B3	6331.5
H037	F12	M03	experimental	NA	117	Rio Verde	GO	TRL_RVD_2025	B1	7169.8
H037	F12	M03	experimental	NA	117	Rio Verde	GO	TRL_RVD_2025	B2	7304.3
H037	F12	M03	experimental	NA	117	Rio Verde	GO	TRL_RVD_2025	B3	7596.8
H037	F12	M03	experimental	NA	117	Sinop	MT	TRL_SIN_2025	B1	2505.2
H037	F12	M03	experimental	NA	117	Sinop	MT	TRL_SIN_2025	B2	2165.9
H037	F12	M03	experimental	NA	117	Sinop	MT	TRL_SIN_2025	B3	3276.9
H037	F12	M03	experimental	NA	117	Sorriso	MT	TRL_SOR_2025	B1	6286.9
H037	F12	M03	experimental	NA	117	Sorriso	MT	TRL_SOR_2025	B2	6903.1
H037	F12	M03	experimental	NA	117	Sorriso	MT	TRL_SOR_2025	B3	7334.6
H038	F13	M03	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B1	8461.2
H038	F13	M03	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B2	8759
H038	F13	M03	experimental	NA	113	Chapadão do Sul	MS	TRL_CPS_2025	B3	8556
H038	F13	M03	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B1	6259.7
H038	F13	M03	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B2	6678.5
H038	F13	M03	experimental	NA	113	Dourados	MS	TRL_DOU_2025	B3	5016
H038	F13	M03	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B1	8041.5
H038	F13	M03	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B2	8857.6
H038	F13	M03	experimental	NA	113	Jataí	GO	TRL_JAT_2025	B3	9499.8
H038	F13	M03	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B1	6493.4
H038	F13	M03	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B2	6666.5
H038	F13	M03	experimental	NA	113	Rio Verde	GO	TRL_RVD_2025	B3	8181.9
H038	F13	M03	experimental	NA	113	Sinop	MT	TRL_SIN_2025	B1	7917.9
H038	F13	M03	experimental	NA	113	Sinop	MT	TRL_SIN_2025	B2	6705.6
H038	F13	M03	experimental	NA	113	Sinop	MT	TRL_SIN_2025	B3	5516.1
H038	F13	M03	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B1	6563.8
H038	F13	M03	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B2	8191.1
H038	F13	M03	experimental	NA	113	Sorriso	MT	TRL_SOR_2025	B3	5652.3
H039	F14	M03	experimental	NA	118	Chapadão do Sul	MS	TRL_CPS_2025	B1	8258.4
H039	F14	M03	experimental	NA	118	Chapadão do Sul	MS	TRL_CPS_2025	B2	8392.5
H039	F14	M03	experimental	NA	118	Chapadão do Sul	MS	TRL_CPS_2025	B3	8296.3
H039	F14	M03	experimental	NA	118	Dourados	MS	TRL_DOU_2025	B1	3747.7
H039	F14	M03	experimental	NA	118	Dourados	MS	TRL_DOU_2025	B2	5098.1
H039	F14	M03	experimental	NA	118	Dourados	MS	TRL_DOU_2025	B3	3732.5
H039	F14	M03	experimental	NA	118	Jataí	GO	TRL_JAT_2025	B1	6793.9
H039	F14	M03	experimental	NA	118	Jataí	GO	TRL_JAT_2025	B2	6690.6
H039	F14	M03	experimental	NA	118	Jataí	GO	TRL_JAT_2025	B3	7340.5
H039	F14	M03	experimental	NA	118	Rio Verde	GO	TRL_RVD_2025	B1	7295.2
H039	F14	M03	experimental	NA	118	Rio Verde	GO	TRL_RVD_2025	B2	7320.8
H039	F14	M03	experimental	NA	118	Rio Verde	GO	TRL_RVD_2025	B3	7251.9
H039	F14	M03	experimental	NA	118	Sinop	MT	TRL_SIN_2025	B1	7026.9
H039	F14	M03	experimental	NA	118	Sinop	MT	TRL_SIN_2025	B2	6356.6
H039	F14	M03	experimental	NA	118	Sinop	MT	TRL_SIN_2025	B3	4371.4
H039	F14	M03	experimental	NA	118	Sorriso	MT	TRL_SOR_2025	B1	6176.9
H039	F14	M03	experimental	NA	118	Sorriso	MT	TRL_SOR_2025	B2	5651.8
H039	F14	M03	experimental	NA	118	Sorriso	MT	TRL_SOR_2025	B3	5751.7
H040	F15	M03	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B1	5947.9
H040	F15	M03	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B2	7208.9
H040	F15	M03	experimental	NA	106	Chapadão do Sul	MS	TRL_CPS_2025	B3	6517
H040	F15	M03	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B1	4899.9
H040	F15	M03	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B2	6406.5
H040	F15	M03	experimental	NA	106	Dourados	MS	TRL_DOU_2025	B3	5614.9
H040	F15	M03	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B1	6101.6
H040	F15	M03	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B2	6750.5
H040	F15	M03	experimental	NA	106	Jataí	GO	TRL_JAT_2025	B3	6117.2
H040	F15	M03	experimental	NA	106	Rio Verde	GO	TRL_RVD_2025	B1	6025.8
H040	F15	M03	experimental	NA	106	Rio Verde	GO	TRL_RVD_2025	B2	7326.3
H040	F15	M03	experimental	NA	106	Rio Verde	GO	TRL_RVD_2025	B3	6888.7
H040	F15	M03	experimental	NA	106	Sinop	MT	TRL_SIN_2025	B1	5177.9
H040	F15	M03	experimental	NA	106	Sinop	MT	TRL_SIN_2025	B2	6237.9
H040	F15	M03	experimental	NA	106	Sinop	MT	TRL_SIN_2025	B3	5853.3
H040	F15	M03	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B1	5202.1
H040	F15	M03	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B2	5859.1
H040	F15	M03	experimental	NA	106	Sorriso	MT	TRL_SOR_2025	B3	5902.3
H041	F16	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B1	8859.5
H041	F16	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B2	8720.3
H041	F16	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B3	8903.3
H041	F16	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B1	4207.9
H041	F16	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B2	6168.5
H041	F16	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B3	4339.9
H041	F16	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B1	5601.3
H041	F16	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B2	6471.6
H041	F16	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B3	6857
H041	F16	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B1	6186.8
H041	F16	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B2	4462.8
H041	F16	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B3	4038.9
H041	F16	M03	experimental	NA	115	Sorriso	MT	TRL_SOR_2025	B1	5290.6
H041	F16	M03	experimental	NA	115	Sorriso	MT	TRL_SOR_2025	B2	5916.6
H041	F16	M03	experimental	NA	115	Sorriso	MT	TRL_SOR_2025	B3	5881.6
H042	F17	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B1	8019
H042	F17	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B2	7218.7
H042	F17	M03	experimental	NA	115	Chapadão do Sul	MS	TRL_CPS_2025	B3	9578.7
H042	F17	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B1	4869
H042	F17	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B2	4904.3
H042	F17	M03	experimental	NA	115	Dourados	MS	TRL_DOU_2025	B3	5154.5
H042	F17	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B1	6255.3
H042	F17	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B2	7243.1
H042	F17	M03	experimental	NA	115	Jataí	GO	TRL_JAT_2025	B3	7425.9
H042	F17	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B1	4791
H042	F17	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B2	4862
H042	F17	M03	experimental	NA	115	Sinop	MT	TRL_SIN_2025	B3	4928.4
H043	F18	M03	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B1	6296.5
H043	F18	M03	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B2	7622.3
H043	F18	M03	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B3	7106.9
H043	F18	M03	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B1	5457.9
H043	F18	M03	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B2	5692.5
H043	F18	M03	experimental	NA	111	Jataí	GO	TRL_JAT_2025	B3	7238.7
H043	F18	M03	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B1	7184.2
H043	F18	M03	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B2	6995.4
H043	F18	M03	experimental	NA	111	Rio Verde	GO	TRL_RVD_2025	B3	6804.6
H043	F18	M03	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B1	5268.5
H043	F18	M03	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B2	6012.8
H043	F18	M03	experimental	NA	111	Sinop	MT	TRL_SIN_2025	B3	5120.6
H043	F18	M03	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B1	5581.6
H043	F18	M03	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B2	5062.1
H043	F18	M03	experimental	NA	111	Sorriso	MT	TRL_SOR_2025	B3	6022.1
H044	F08	M04	experimental	NA	105	Chapadão do Sul	MS	TRL_CPS_2025	B1	8683.3
H044	F08	M04	experimental	NA	105	Chapadão do Sul	MS	TRL_CPS_2025	B2	8171.7
H044	F08	M04	experimental	NA	105	Chapadão do Sul	MS	TRL_CPS_2025	B3	8545.1
H044	F08	M04	experimental	NA	105	Dourados	MS	TRL_DOU_2025	B1	4511.4
H044	F08	M04	experimental	NA	105	Dourados	MS	TRL_DOU_2025	B2	4505.9
H044	F08	M04	experimental	NA	105	Dourados	MS	TRL_DOU_2025	B3	3594.5
H044	F08	M04	experimental	NA	105	Rio Verde	GO	TRL_RVD_2025	B1	7372.1
H044	F08	M04	experimental	NA	105	Rio Verde	GO	TRL_RVD_2025	B2	6688
H044	F08	M04	experimental	NA	105	Rio Verde	GO	TRL_RVD_2025	B3	8043.2
H044	F08	M04	experimental	NA	105	Sinop	MT	TRL_SIN_2025	B1	4952.4
H044	F08	M04	experimental	NA	105	Sinop	MT	TRL_SIN_2025	B2	5740.6
H044	F08	M04	experimental	NA	105	Sinop	MT	TRL_SIN_2025	B3	4580.3
H045	F09	M04	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B1	6509.7
H045	F09	M04	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B2	6898.9
H045	F09	M04	experimental	NA	111	Chapadão do Sul	MS	TRL_CPS_2025	B3	6908.9
