gen	env	location	state	lat	lon	block	y
L020	E4	RioVerde	GO	-17.8	-51.93	B2	3628.5
L020	E4	RioVerde	GO	-17.8	-51.93	B3	3727.3
L021	E4	RioVerde	GO	-17.8	-51.93	B1	3907.5
L021	E4	RioVerde	GO	-17.8	-51.93	B2	4487.3
L021	E4	RioVerde	GO	-17.8	-51.93	B3	3390.2
L022	E4	RioVerde	GO	-17.8	-51.93	B1	4446.5
L022	E4	RioVerde	GO	-17.8	-51.93	B2	3877.1
L022	E4	RioVerde	GO	-17.8	-51.93	B3	3441.6
L023	E4	RioVerde	GO	-17.8	-51.93	B1	4189.8
L023	E4	RioVerde	GO	-17.8	-51.93	B2	4585.5
L023	E4	RioVerde	GO	-17.8	-51.93	B3	3697.3
L024	E4	RioVerde	GO	-17.8	-51.93	B1	3627.4
L024	E4	RioVerde	GO	-17.8	-51.93	B2	3500.7
L024	E4	RioVerde	GO	-17.8	-51.93	B3	3840.2
L025	E4	RioVerde	GO	-17.8	-51.93	B1	4177.2
L025	E4	RioVerde	GO	-17.8	-51.93	B2	3920.9
L025	E4	RioVerde	GO	-17.8	-51.93	B3	3936.7
L026	E4	RioVerde	GO	-17.8	-51.93	B1	4044.6
L026	E4	RioVerde	GO	-17.8	-51.93	B2	3628.1
L026	E4	RioVerde	GO	-17.8	-51.93	B3	3249.9
L027	E4	RioVerde	GO	-17.8	-51.93	B1	3976.7
L027	E4	RioVerde	GO	-17.8	-51.93	B2	3781.6
L027	E4	RioVerde	GO	-17.8	-51.93	B3	4102.1
L028	E4	RioVerde	GO	-17.8	-51.93	B1	3918.6
L028	E4	RioVerde	GO	-17.8	-51.93	B2	3958.7
L028	E4	RioVerde	GO	-17.8	-51.93	B3	3792.9
L029	E4	RioVerde	GO	-17.8	-51.93	B1	3761.8
L029	E4	RioVerde	GO	-17.8	-51.93	B2	4489.4
L029	E4	RioVerde	GO	-17.8	-51.93	B3	3500.2
L030	E4	RioVerde	GO	-17.8	-51.93	B1	4413.8
L030	E4	RioVerde	GO	-17.8	-51.93	B2	4025.3
L030	E4	RioVerde	GO	-17.8	-51.93	B3	3703.7
L031	E4	RioVerde	GO	-17.8	-51.93	B1	3743.3
L031	E4	RioVerde	GO	-17.8	-51.93	B2	3444.7
L031	E4	RioVerde	GO	-17.8	-51.93	B3	3446.9
L032	E4	RioVerde	GO	-17.8	-51.93	B1	3450.5
L032	E4	RioVerde	GO	-17.8	-51.93	B2	3207.3
L032	E4	RioVerde	GO	-17.8	-51.93	B3	2605.4
L033	E4	RioVerde	GO	-17.8	-51.93	B1	3510.8
L033	E4	RioVerde	GO	-17.8	-51.93	B2	3611.3
L033	E4	RioVerde	GO	-17.8	-51.93	B3	3986.1
L034	E4	RioVerde	GO	-17.8	-51.93	B1	2884.7
L034	E4	RioVerde	GO	-17.8	-51.93	B2	3092.3
L034	E4	RioVerde	GO	-17.8	-51.93	B3	3199
L035	E4	RioVerde	GO	-17.8	-51.93	B1	3154.8
L035	E4	RioVerde	GO	-17.8	-51.93	B2	3675.2
L035	E4	RioVerde	GO	-17.8	-51.93	B3	3310.2
L036	E4	RioVerde	GO	-17.8	-51.93	B1	3665.8
L036	E4	RioVerde	GO	-17.8	-51.93	B2	3118.3
L036	E4	RioVerde	GO	-17.8	-51.93	B3	3195.5
CHK01	E5	Uberlandia	MG	-18.91	-48.27	B1	4696.2
CHK01	E5	Uberlandia	MG	-18.91	-48.27	B2	4874.6
CHK01	E5	Uberlandia	MG	-18.91	-48.27	B3	4550.7
CHK02	E5	Uberlandia	MG	-18.91	-48.27	B1	4800
CHK02	E5	Uberlandia	MG	-18.91	-48.27	B2	4024.2
CHK02	E5	Uberlandia	MG	-18.91	-48.27	B3	4241.6
CHK03	E5	Uberlandia	MG	-18.91	-48.27	B1	3807.4
CHK03	E5	Uberlandia	MG	-18.91	-48.27	B2	4042.2
CHK03	E5	Uberlandia	MG	-18.91	-48.27	B3	3714.7
CHK04	E5	Uberlandia	MG	-18.91	-48.27	B1	5496.7
CHK04	E5	Uberlandia	MG	-18.91	-48.27	B2	5456.6
CHK04	E5	Uberlandia	MG	-18.91	-48.27	B3	5357.4
L001	E5	Uberlandia	MG	-18.91	-48.27	B1	3950.5
L001	E5	Uberlandia	MG	-18.91	-48.27	B2	4274.7
L001	E5	Uberlandia	MG	-18.91	-48.27	B3	4023
L002	E5	Uberlandia	MG	-18.91	-48.27	B1	4180.5
L002	E5	Uberlandia	MG	-18.91	-48.27	B2	4501.2
L002	E5	Uberlandia	MG	-18.91	-48.27	B3	4221.6
L003	E5	Uberlandia	MG	-18.91	-48.27	B1	4332.5
L003	E5	Uberlandia	MG	-18.91	-48.27	B2	4199.7
L003	E5	Uberlandia	MG	-18.91	-48.27	B3	3749.4
L004	E5	Uberlandia	MG	-18.91	-48.27	B1	4399.2
L004	E5	Uberlandia	MG	-18.91	-48.27	B2	4016.8
L004	E5	Uberlandia	MG	-18.91	-48.27	B3	4275.7
L005	E5	Uberlandia	MG	-18.91	-48.27	B1	4961.6
L005	E5	Uberlandia	MG	-18.91	-48.27	B2	4178.4
L005	E5	Uberlandia	MG	-18.91	-48.27	B3	4466.3
L006	E5	Uberlandia	MG	-18.91	-48.27	B1	4059.1
L006	E5	Uberlandia	MG	-18.91	-48.27	B2	4327.7
L006	E5	Uberlandia	MG	-18.91	-48.27	B3	4364.7
L007	E5	Uberlandia	MG	-18.91	-48.27	B1	5140.1
L007	E5	Uberlandia	MG	-18.91	-48.27	B2	4552
L007	E5	Uberlandia	MG	-18.91	-48.27	B3	5038.1
L008	E5	Uberlandia	MG	-18.91	-48.27	B1	4312.9
L008	E5	Uberlandia	MG	-18.91	-48.27	B2	4514.5
L008	E5	Uberlandia	MG	-18.91	-48.27	B3	4873.8
L009	E5	Uberlandia	MG	-18.91	-48.27	B1	3982.2
L009	E5	Uberlandia	MG	-18.91	-48.27	B2	3437.8
L009	E5	Uberlandia	MG	-18.91	-48.27	B3	3436.1
L010	E5	Uberlandia	MG	-18.91	-48.27	B1	4321.9
L010	E5	Uberlandia	MG	-18.91	-48.27	B2	4066.1
L010	E5	Uberlandia	MG	-18.91	-48.27	B3	4625.7
L011	E5	Uberlandia	MG	-18.91	-48.27	B1	4765.4
L011	E5	Uberlandia	MG	-18.91	-48.27	B2	4600.3
L011	E5	Uberlandia	MG	-18.91	-48.27	B3	4445
L012	E5	Uberlandia	MG	-18.91	-48.27	B1	4665
L012	E5	Uberlandia	MG	-18.91	-48.27	B2	4107.9
L012	E5	Uberlandia	MG	-18.91	-48.27	B3	4393.3
L013	E5	Uberlandia	MG	-18.91	-48.27	B1	4711
L013	E5	Uberlandia	MG	-18.91	-48.27	B2	4298.4
L013	E5	Uberlandia	MG	-18.91	-48.27	B3	4133.6
L014	E5	Uberlandia	MG	-18.91	-48.27	B1	4698.7
L014	E5	Uberlandia	MG	-18.91	-48.27	B2	4312.6
L014	E5	Uberlandia	MG	-18.91	-48.27	B3	4556.5
L015	E5	Uberlandia	MG	-18.91	-48.27	B1	5294.5
L015	E5	Uberlandia	MG	-18.91	-48.27	B2	4305.2
L015	E5	Uberlandia	MG	-18.91	-48.27	B3	4617.2
L016	E5	Uberlandia	MG	-18.91	-48.27	B1	4677.8
L016	E5	Uberlandia	MG	-18.91	-48.27	B2	4401.8
L016	E5	Uberlandia	MG	-18.91	-48.27	B3	3980.5
L017	E5	Uberlandia	MG	-18.91	-48.27	B1	4755.9
L017	E5	Uberlandia	MG	-18.91	-48.27	B2	4351
L017	E5	Uberlandia	MG	-18.91	-48.27	B3	4130
L018	E5	Uberlandia	MG	-18.91	-48.27	B1	3750
L018	E5	Uberlandia	MG	-18.91	-48.27	B2	3710.5
L018	E5	Uberlandia	MG	-18.91	-48.27	B3	3477.1
L019	E5	Uberlandia	MG	-18.91	-48.27	B1	4384.7
L019	E5	Uberlandia	MG	-18.91	-48.27	B2	3449.4
L019	E5	Uberlandia	MG	-18.91	-48.27	B3	3845.2
L020	E5	Uberlandia	MG	-18.91	-48.27	B1	4755.7
L020	E5	Uberlandia	MG	-18.91	-48.27	B2	4425.7
L020	E5	Uberlandia	MG	-18.91	-48.27	B3	4332.5
L021	E5	Uberlandia	MG	-18.91	-48.27	B1	4487.7
L021	E5	Uberlandia	MG	-18.91	-48.27	B2	3931
L021	E5	Uberlandia	MG	-18.91	-48.27	B3	3513.4
L022	E5	Uberlandia	MG	-18.91	-48.27	B1	4335
L022	E5	Uberlandia	MG	-18.91	-48.27	B2	4545.3
L022	E5	Uberlandia	MG	-18.91	-48.27	B3	4245.4
L023	E5	Uberlandia	MG	-18.91	-48.27	B1	5087.2
L023	E5	Uberlandia	MG	-18.91	-48.27	B2	5215.6
L023	E5	Uberlandia	MG	-18.91	-48.27	B3	5338.5
L024	E5	Uberlandia	MG	-18.91	-48.27	B1	4429.2
L024	E5	Uberlandia	MG	-18.91	-48.27	B2	4254.9
L024	E5	Uberlandia	MG	-18.91	-48.27	B3	3537.7
L025	E5	Uberlandia	MG	-18.91	-48.27	B1	4366.3
L025	E5	Uberlandia	MG	-18.91	-48.27	B2	4188.7
L025	E5	Uberlandia	MG	-18.91	-48.27	B3	4442.4
L026	E5	Uberlandia	MG	-18.91	-48.27	B1	5196.2
L026	E5	Uberlandia	MG	-18.91	-48.27	B2	4953.6
L026	E5	Uberlandia	MG	-18.91	-48.27	B3	5141.6
L027	E5	Uberlandia	MG	-18.91	-48.27	B1	5101.9
L027	E5	Uberlandia	MG	-18.91	-48.27	B2	4207.4
L027	E5	Uberlandia	MG	-18.91	-48.27	B3	4176.1
L028	E5	Uberlandia	MG	-18.91	-48.27	B1	3891.6
L028	E5	Uberlandia	MG	-18.91	-48.27	B2	3114.6
L028	E5	Uberlandia	MG	-18.91	-48.27	B3	3497.9
L029	E5	Uberlandia	MG	-18.91	-48.27	B1	5974
L029	E5	Uberlandia	MG	-18.91	-48.27	B2	5836.6
L029	E5	Uberlandia	MG	-18.91	-48.27	B3	5089.6
L030	E5	Uberlandia	MG	-18.91	-48.27	B1	4535.8
L030	E5	Uberlandia	MG	-18.91	-48.27	B2	4229.4
L030	E5	Uberlandia	MG	-18.91	-48.27	B3	4290.5
L031	E5	Uberlandia	MG	-18.91	-48.27	B1	3437.6
L031	E5	Uberlandia	MG	-18.91	-48.27	B2	3575.3
L031	E5	Uberlandia	MG	-18.91	-48.27	B3	3601.6
L032	E5	Uberlandia	MG	-18.91	-48.27	B1	2875.9
L032	E5	Uberlandia	MG	-18.91	-48.27	B2	2730.8
L032	E5	Uberlandia	MG	-18.91	-48.27	B3	3485.5
L033	E5	Uberlandia	MG	-18.91	-48.27	B1	3531.5
L033	E5	Uberlandia	MG	-18.91	-48.27	B2	3677.8
L033	E5	Uberlandia	MG	-18.91	-48.27	B3	3553.6
L034	E5	Uberlandia	MG	-18.91	-48.27	B1	3615.7
L034	E5	Uberlandia	MG	-18.91	-48.27	B2	2955.5
L034	E5	Uberlandia	MG	-18.91	-48.27	B3	2681.6
L035	E5	Uberlandia	MG	-18.91	-48.27	B1	4308.4
L035	E5	Uberlandia	MG	-18.91	-48.27	B2	3616
L035	E5	Uberlandia	MG	-18.91	-48.27	B3	2953.9
L036	E5	Uberlandia	MG	-18.91	-48.27	B1	4349
L036	E5	Uberlandia	MG	-18.91	-48.27	B2	3758.9
L036	E5	Uberlandia	MG	-18.91	-48.27	B3	2985.9
CHK01	E6	Sorriso	MT	-12.54	-55.71	B1	4764.2
CHK01	E6	Sorriso	MT	-12.54	-55.71	B2	4979.3
CHK01	E6	Sorriso	MT	-12.54	-55.71	B3	5263.2
CHK02	E6	Sorriso	MT	-12.54	-55.71	B1	4849.9
CHK02	E6	Sorriso	MT	-12.54	-55.71	B2	4991.1
CHK02	E6	Sorriso	MT	-12.54	-55.71	B3	4896
CHK03	E6	Sorriso	MT	-12.54	-55.71	B1	4181.9
CHK03	E6	Sorriso	MT	-12.54	-55.71	B2	4982.9
CHK03	E6	Sorriso	MT	-12.54	-55.71	B3	4283.6
CHK04	E6	Sorriso	MT	-12.54	-55.71	B1	5249.9
CHK04	E6	Sorriso	MT	-12.54	-55.71	B2	5383.1
CHK04	E6	Sorriso	MT	-12.54	-55.71	B3	5462.7
L001	E6	Sorriso	MT	-12.54	-55.71	B1	4807.8
L001	E6	Sorriso	MT	-12.54	-55.71	B2	4227.2
L001	E6	Sorriso	MT	-12.54	-55.71	B3	4874.7
L002	E6	Sorriso	MT	-12.54	-55.71	B1	4830.1
L002	E6	Sorriso	MT	-12.54	-55.71	B2	5574.3
L002	E6	Sorriso	MT	-12.54	-55.71	B3	4628.8
L003	E6	Sorriso	MT	-12.54	-55.71	B1	4989.6
L003	E6	Sorriso	MT	-12.54	-55.71	B2	4588.3
L003	E6	Sorriso	MT	-12.54	-55.71	B3	4827.1
L004	E6	Sorriso	MT	-12.54	-55.71	B1	4736
L004	E6	Sorriso	MT	-12.54	-55.71	B2	4984.9
L004	E6	Sorriso	MT	-12.54	-55.71	B3	4391.3
L005	E6	Sorriso	MT	-12.54	-55.71	B1	4737.1
L005	E6	Sorriso	MT	-12.54	-55.71	B2	5051.4
L005	E6	Sorriso	MT	-12.54	-55.71	B3	4779.1
L006	E6	Sorriso	MT	-12.54	-55.71	B1	4487.5
L006	E6	Sorriso	MT	-12.54	-55.71	B2	4745.5
L006	E6	Sorriso	MT	-12.54	-55.71	B3	4747.4
L007	E6	Sorriso	MT	-12.54	-55.71	B1	5239.4
L007	E6	Sorriso	MT	-12.54	-55.71	B2	5543.4
L007	E6	Sorriso	MT	-12.54	-55.71	B3	4992.3
L008	E6	Sorriso	MT	-12.54	-55.71	B1	4910
L008	E6	Sorriso	MT	-12.54	-55.71	B2	4864
L008	E6	Sorriso	MT	-12.54	-55.71	B3	4839.9
L009	E6	Sorriso	MT	-12.54	-55.71	B1	4442.2
L009	E6	Sorriso	MT	-12.54	-55.71	B2	3728.5
L009	E6	Sorriso	MT	-12.54	-55.71	B3	4227.7
L010	E6	Sorriso	MT	-12.54	-55.71	B1	4406.8
L010	E6	Sorriso	MT	-12.54	-55.71	B2	4893.7
L010	E6	Sorriso	MT	-12.54	-55.71	B3	4661.8
L011	E6	Sorriso	MT	-12.54	-55.71	B1	5408.7
L011	E6	Sorriso	MT	-12.54	-55.71	B2	5593.7
L011	E6	Sorriso	MT	-12.54	-55.71	B3	5722.6
L012	E6	Sorriso	MT	-12.54	-55.71	B1	4507.1
L012	E6	Sorriso	MT	-12.54	-55.71	B2	4411.7
L012	E6	Sorriso	MT	-12.54	-55.71	B3	4822.1
L013	E6	Sorriso	MT	-12.54	-55.71	B1	4641.9
L013	E6	Sorriso	MT	-12.54	-55.71	B2	5056
L013	E6	Sorriso	MT	-12.54	-55.71	B3	4915.9
L014	E6	Sorriso	MT	-12.54	-55.71	B1	4481.6
L014	E6	Sorriso	MT	-12.54	-55.71	B2	4613.6
L014	E6	Sorriso	MT	-12.54	-55.71	B3	4710.9
L015	E6	Sorriso	MT	-12.54	-55.71	B1	4926.2
L015	E6	Sorriso	MT	-12.54	-55.71	B2	5235.1
L015	E6	Sorriso	MT	-12.54	-55.71	B3	5382
L016	E6	Sorriso	MT	-12.54	-55.71	B1	5258.8
L016	E6	Sorriso	MT	-12.54	-55.71	B2	5367.4
L016	E6	Sorriso	MT	-12.54	-55.71	B3	5252.2
L017	E6	Sorriso	MT	-12.54	-55.71	B1	3950
L017	E6	Sorriso	MT	-12.54	-55.71	B2	4678.3
L017	E6	Sorriso	MT	-12.54	-55.71	B3	5059.7
L018	E6	Sorriso	MT	-12.54	-55.71	B1	3676.3
L018	E6	Sorriso	MT	-12.54	-55.71	B2	3917.5
L018	E6	Sorriso	MT	-12.54	-55.71	B3	3496.8
L019	E6	Sorriso	MT	-12.54	-55.71	B1	4005
L019	E6	Sorriso	MT	-12.54	-55.71	B2	4068.2
L019	E6	Sorriso	MT	-12.54	-55.71	B3	4197.5
L020	E6	Sorriso	MT	-12.54	-55.71	B1	4308
L020	E6	Sorriso	MT	-12.54	-55.71	B2	4682.3
L020	E6	Sorriso	MT	-12.54	-55.71	B3	4378.5
L021	E6	Sorriso	MT	-12.54	-55.71	B1	4036.7
L021	E6	Sorriso	MT	-12.54	-55.71	B2	4244.8
L021	E6	Sorriso	MT	-12.54	-55.71	B3	4331.4
L022	E6	Sorriso	MT	-12.54	-55.71	B1	4712.2
L022	E6	Sorriso	MT	-12.54	-55.71	B2	4505.1
L022	E6	Sorriso	MT	-12.54	-55.71	B3	4194.6
L023	E6	Sorriso	MT	-12.54	-55.71	B1	4203.6
L023	E6	Sorriso	MT	-12.54	-55.71	B2	4535.6
L023	E6	Sorriso	MT	-12.54	-55.71	B3	4426.5
L024	E6	Sorriso	MT	-12.54	-55.71	B1	4949.4
L024	E6	Sorriso	MT	-12.54	-55.71	B2	5008
L024	E6	Sorriso	MT	-12.54	-55.71	B3	4897.5
L025	E6	Sorriso	MT	-12.54	-55.71	B1	2837.9
L025	E6	Sorriso	MT	-12.54	-55.71	B2	3114
L025	E6	Sorriso	MT	-12.54	-55.71	B3	3131.5
L026	E6	Sorriso	MT	-12.54	-55.71	B1	5919.1
L026	E6	Sorriso	MT	-12.54	-55.71	B2	5962.6
L026	E6	Sorriso	MT	-12.54	-55.71	B3	5833.6
L027	E6	Sorriso	MT	-12.54	-55.71	B1	3833.8
L027	E6	Sorriso	MT	-12.54	-55.71	B2	3549.4
L027	E6	Sorriso	MT	-12.54	-55.71	B3	4070.6
L028	E6	Sorriso	MT	-12.54	-55.71	B1	4936.1
L028	E6	Sorriso	MT	-12.54	-55.71	B2	5558.2
L028	E6	Sorriso	MT	-12.54	-55.71	B3	5246.3
L029	E6	Sorriso	MT	-12.54	-55.71	B1	3719.6
L029	E6	Sorriso	MT	-12.54	-55.71	B2	3792.7
L029	E6	Sorriso	MT	-12.54	-55.71	B3	3783.4
L030	E6	Sorriso	MT	-12.54	-55.71	B1	4686.8
L030	E6	Sorriso	MT	-12.54	-55.71	B2	4774.4
L030	E6	Sorriso	MT	-12.54	-55.71	B3	4745.2
L031	E6	Sorriso	MT	-12.54	-55.71	B1	4556.3
L031	E6	Sorriso	MT	-12.54	-55.71	B2	4257.4
L031	E6	Sorriso	MT	-12.54	-55.71	B3	4387.1
L032	E6	Sorriso	MT	-12.54	-55.71	B1	2893.5
L032	E6	Sorriso	MT	-12.54	-55.71	B2	3473
L032	E6	Sorriso	MT	-12.54	-55.71	B3	3076.2
L033	E6	Sorriso	MT	-12.54	-55.71	B1	3718
L033	E6	Sorriso	MT	-12.54	-55.71	B2	4409.3
L033	E6	Sorriso	MT	-12.54	-55.71	B3	4197.1
L034	E6	Sorriso	MT	-12.54	-55.71	B1	3612.7
L034	E6	Sorriso	MT	-12.54	-55.71	B2	4643.3
L034	E6	Sorriso	MT	-12.54	-55.71	B3	3777
L035	E6	Sorriso	MT	-12.54	-55.71	B1	3979.3
L035	E6	Sorriso	MT	-12.54	-55.71	B2	3785.1
L035	E6	Sorriso	MT	-12.54	-55.71	B3	3933.2
L036	E6	Sorriso	MT	-12.54	-55.71	B1	4118.8
L036	E6	Sorriso	MT	-12.54	-55.71	B2	4456.7
L036	E6	Sorriso	MT	-12.54	-55.71	B3	4780.3
